Store,Dept,Date,Weekly_Sales,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,IsHoliday,sample_weight
4,4,2011/7/1,57906.09,-1,-1,-1,-1,-1,0,1
4,4,2011/7/8,54777.21,-1,-1,-1,-1,-1,0,1
4,4,2011/7/15,53134.96,-1,-1,-1,-1,-1,0,1
4,4,2011/7/22,54790.01,-1,-1,-1,-1,-1,0,1
4,4,2011/7/29,53113.87,-1,-1,-1,-1,-1,0,1
4,4,2011/8/5,61683.39,-1,-1,-1,-1,-1,0,1
4,4,2011/8/12,56617.69,-1,-1,-1,-1,-1,0,1
4,4,2011/8/19,63239.08,-1,-1,-1,-1,-1,0,1
4,4,2011/8/26,55027.47,-1,-1,-1,-1,-1,0,1
4,4,2011/9/2,58127.38,-1,-1,-1,-1,-1,0,1
4,4,2011/9/9,57708.24,-1,-1,-1,-1,-1,1,5
4,4,2011/9/16,57221.26,-1,-1,-1,-1,-1,0,1
4,4,2011/9/23,56423.47,-1,-1,-1,-1,-1,0,1
4,4,2011/9/30,53790.29,-1,-1,-1,-1,-1,0,1
4,4,2011/10/7,61589.77,-1,-1,-1,-1,-1,0,1
4,4,2011/10/14,56211.57,-1,-1,-1,-1,-1,0,1
4,4,2011/10/21,57379.59,-1,-1,-1,-1,-1,0,1
4,4,2011/10/28,55849.32,-1,-1,-1,-1,-1,0,1
4,4,2011/11/4,62987.23,-1,-1,-1,-1,-1,0,1
4,4,2011/11/11,60106.04,12851.52,16658.47,430.13,5630.01,9213.39,0,1
4,4,2011/11/18,62697.49,4539.94,840.56,372.9,613.96,5358.13,0,1
4,4,2011/11/25,72179.92,561.45,137.88,83340.33,44.04,9239.23,1,5
4,4,2011/12/2,55582.51,9762.39,160.94,2260.29,4767.86,28604.2,0,1
4,4,2011/12/9,57074.29,5857.72,30,984.98,4692.5,13503.99,0,1
4,4,2011/12/16,58822.75,2756.67,72.3,1790.15,777.65,10261.95,0,1
4,4,2011/12/23,72048.55,2461.94,69.05,2938.24,52,4396.76,0,1
4,4,2011/12/30,56145.68,3496.13,72413.71,399.77,776.26,5012.53,1,5
4,4,2012/1/6,63913.83,7857.71,38677.72,234,863.22,8682.95,0,1
4,4,2012/1/13,57283.05,3666.28,14553.37,76.37,820.37,5955.28,0,1
4,4,2012/1/20,56040.88,2109.41,7040.02,44.16,918.36,1116.83,0,1
4,4,2012/1/27,57041.93,1346.06,3740.12,46.16,445.47,2451.89,0,1
4,4,2012/2/3,60366.8,50820.76,4033.29,285.11,48086.64,7456.15,0,1
4,4,2012/2/10,60459.16,11374.63,7208.51,118.37,12869.78,10618.93,1,5
4,4,2012/2/17,60409.08,14225.99,11049.65,17.36,11912.49,7565.99,0,1
4,4,2012/2/24,60971.46,9777.71,4703.88,5.4,1179.72,9352.14,0,1
4,4,2012/3/2,61829.76,18564.88,1394.86,32.93,10714.6,3592.82,0,1
4,4,2012/3/9,59014.98,8779.57,602.02,8.53,1103.64,9464.98,0,1
4,4,2012/3/16,58109.29,5669.21,37.12,-1,8540.87,2544.94,0,1
4,4,2012/3/23,53921.9,8806.8,-10.5,5.99,739.14,4396.97,0,1
4,4,2012/3/30,55633.17,2565.8,442.52,6.5,487.66,4076.68,0,1
4,4,2012/4/6,64551.09,11341.17,-1,73.38,5677.89,7821.95,0,1
4,4,2012/4/13,55376.94,12506.74,5941.43,30.84,3915.29,4392.95,0,1
4,4,2012/4/20,60090.83,2774.39,4279.41,43.43,2409.97,4544.22,0,1
4,4,2012/4/27,57200.35,3993.66,97.77,26.68,113.37,3947.45,0,1
8,13,2010/2/5,28075.31,-1,-1,-1,-1,-1,0,1
8,13,2010/2/12,24796.02,-1,-1,-1,-1,-1,1,5
8,13,2010/2/19,26096.85,-1,-1,-1,-1,-1,0,1
8,13,2010/2/26,26008.25,-1,-1,-1,-1,-1,0,1
8,13,2010/3/5,25287.83,-1,-1,-1,-1,-1,0,1
8,13,2010/3/12,24418.38,-1,-1,-1,-1,-1,0,1
8,13,2010/3/19,24938.74,-1,-1,-1,-1,-1,0,1
8,13,2010/3/26,21807.92,-1,-1,-1,-1,-1,0,1
8,13,2010/4/2,25424.72,-1,-1,-1,-1,-1,0,1
8,13,2010/4/9,24755.59,-1,-1,-1,-1,-1,0,1
8,13,2010/4/16,27532.16,-1,-1,-1,-1,-1,0,1
8,13,2010/4/23,25460.28,-1,-1,-1,-1,-1,0,1
8,13,2010/4/30,24868.48,-1,-1,-1,-1,-1,0,1
8,13,2010/5/7,25136.39,-1,-1,-1,-1,-1,0,1
8,13,2010/5/14,22342.74,-1,-1,-1,-1,-1,0,1
8,13,2010/5/21,24681.43,-1,-1,-1,-1,-1,0,1
8,13,2010/5/28,25022.97,-1,-1,-1,-1,-1,0,1
8,13,2010/6/4,27346.5,-1,-1,-1,-1,-1,0,1
8,13,2010/6/11,24658.16,-1,-1,-1,-1,-1,0,1
8,13,2010/6/18,24240.93,-1,-1,-1,-1,-1,0,1
8,13,2010/6/25,22807.43,-1,-1,-1,-1,-1,0,1
8,13,2010/7/2,24645.07,-1,-1,-1,-1,-1,0,1
8,13,2010/7/9,26593.86,-1,-1,-1,-1,-1,0,1
8,13,2010/7/16,25551.32,-1,-1,-1,-1,-1,0,1
8,13,2010/7/23,23975.34,-1,-1,-1,-1,-1,0,1
8,13,2010/7/30,25225.56,-1,-1,-1,-1,-1,0,1
8,13,2010/8/6,26253.01,-1,-1,-1,-1,-1,0,1
8,13,2010/8/13,25970.86,-1,-1,-1,-1,-1,0,1
8,13,2010/8/20,25765.33,-1,-1,-1,-1,-1,0,1
8,13,2010/8/27,27195.08,-1,-1,-1,-1,-1,0,1
8,13,2010/9/3,27843.55,-1,-1,-1,-1,-1,0,1
8,13,2010/9/10,26011.94,-1,-1,-1,-1,-1,1,5
8,13,2010/9/17,25020.86,-1,-1,-1,-1,-1,0,1
8,13,2010/9/24,24692.78,-1,-1,-1,-1,-1,0,1
8,13,2010/10/1,26683.29,-1,-1,-1,-1,-1,0,1
8,13,2010/10/8,27711.88,-1,-1,-1,-1,-1,0,1
8,13,2010/10/15,25246.96,-1,-1,-1,-1,-1,0,1
8,13,2010/10/22,26865.95,-1,-1,-1,-1,-1,0,1
8,13,2010/10/29,25564.47,-1,-1,-1,-1,-1,0,1
8,13,2010/11/5,28470.41,-1,-1,-1,-1,-1,0,1
8,13,2010/11/12,25281.75,-1,-1,-1,-1,-1,0,1
8,13,2010/11/19,23922.99,-1,-1,-1,-1,-1,0,1
8,13,2010/11/26,26052.64,-1,-1,-1,-1,-1,1,5
8,13,2010/12/3,24083.01,-1,-1,-1,-1,-1,0,1
8,13,2010/12/10,24660.46,-1,-1,-1,-1,-1,0,1
8,13,2010/12/17,23892.03,-1,-1,-1,-1,-1,0,1
8,13,2010/12/24,24128.98,-1,-1,-1,-1,-1,0,1
8,13,2010/12/31,22785.05,-1,-1,-1,-1,-1,1,5
8,13,2011/1/7,27449.02,-1,-1,-1,-1,-1,0,1
8,13,2011/1/14,24289,-1,-1,-1,-1,-1,0,1
8,13,2011/1/21,25904.25,-1,-1,-1,-1,-1,0,1
8,13,2011/1/28,23584.34,-1,-1,-1,-1,-1,0,1
8,13,2011/2/4,24577.06,-1,-1,-1,-1,-1,0,1
8,13,2011/2/11,24772.37,-1,-1,-1,-1,-1,1,5
8,13,2011/2/18,27915.88,-1,-1,-1,-1,-1,0,1
8,13,2011/2/25,28158.19,-1,-1,-1,-1,-1,0,1
8,13,2011/3/4,28053.73,-1,-1,-1,-1,-1,0,1
8,13,2011/3/11,26416.72,-1,-1,-1,-1,-1,0,1
8,13,2011/3/18,25385.04,-1,-1,-1,-1,-1,0,1
8,13,2011/3/25,23383.4,-1,-1,-1,-1,-1,0,1
8,13,2011/4/1,24494.91,-1,-1,-1,-1,-1,0,1
8,13,2011/4/8,26225.16,-1,-1,-1,-1,-1,0,1
8,13,2011/4/15,24775.38,-1,-1,-1,-1,-1,0,1
8,13,2011/4/22,25271.02,-1,-1,-1,-1,-1,0,1
8,13,2011/4/29,23412.92,-1,-1,-1,-1,-1,0,1
8,13,2011/5/6,26234.43,-1,-1,-1,-1,-1,0,1
8,13,2011/5/13,22980.91,-1,-1,-1,-1,-1,0,1
8,13,2011/5/20,26005.44,-1,-1,-1,-1,-1,0,1
8,13,2011/5/27,24037.02,-1,-1,-1,-1,-1,0,1
8,13,2011/6/3,25768.51,-1,-1,-1,-1,-1,0,1
8,13,2011/6/10,24849.79,-1,-1,-1,-1,-1,0,1
8,13,2011/6/17,23728.84,-1,-1,-1,-1,-1,0,1
8,13,2011/6/24,23791.44,-1,-1,-1,-1,-1,0,1
8,13,2011/7/1,24915.04,-1,-1,-1,-1,-1,0,1
8,13,2011/7/8,23993.59,-1,-1,-1,-1,-1,0,1
8,13,2011/7/15,22825.12,-1,-1,-1,-1,-1,0,1
8,13,2011/7/22,24957.14,-1,-1,-1,-1,-1,0,1
8,13,2011/7/29,24665.22,-1,-1,-1,-1,-1,0,1
8,13,2011/8/5,26432.34,-1,-1,-1,-1,-1,0,1
8,13,2011/8/12,23823.16,-1,-1,-1,-1,-1,0,1
8,13,2011/8/19,25821.13,-1,-1,-1,-1,-1,0,1
8,13,2011/8/26,26818.89,-1,-1,-1,-1,-1,0,1
8,13,2011/9/2,26449.25,-1,-1,-1,-1,-1,0,1
8,13,2011/9/9,24965.36,-1,-1,-1,-1,-1,1,5
8,13,2011/9/16,24270.32,-1,-1,-1,-1,-1,0,1
8,13,2011/9/23,25918.94,-1,-1,-1,-1,-1,0,1
8,13,2011/9/30,23783.84,-1,-1,-1,-1,-1,0,1
8,13,2011/10/7,28217.45,-1,-1,-1,-1,-1,0,1
8,13,2011/10/14,24816.34,-1,-1,-1,-1,-1,0,1
8,13,2011/10/21,26357.27,-1,-1,-1,-1,-1,0,1
8,13,2011/10/28,24522.33,-1,-1,-1,-1,-1,0,1
8,13,2011/11/4,26982,-1,-1,-1,-1,-1,0,1
8,13,2011/11/11,24624.63,4971.01,4538.18,541.05,1407.72,3846.73,0,1
8,13,2011/11/18,24308.73,6839.45,114.32,166.32,868.79,4442.66,0,1
8,13,2011/11/25,23856.03,437.61,320.76,45968.51,110.41,992.9,1,5
8,13,2011/12/2,24209.62,2222.42,286,1464.46,1192.79,13865.57,0,1
8,13,2011/12/9,22460.28,4425.92,36,346.05,1791.15,9889.35,0,1
8,13,2011/12/16,22309.34,739.45,34,326.76,169.2,2238.66,0,1
8,13,2011/12/23,25399.05,1234,0.3,891.94,14,5884.24,0,1
8,13,2011/12/30,20190.54,3701.08,36381.83,164.34,178.4,1508.56,1,5
8,13,2012/1/6,26344.46,3093.39,26001.46,96.35,500.91,4468.63,0,1
8,13,2012/1/13,23635.84,6725.29,12764.99,15.98,299.73,3851.69,0,1
8,13,2012/1/20,24109,1643.08,1055.47,9.02,411.88,3161.92,0,1
8,13,2012/1/27,24338.44,6065.01,730.16,15.18,30.28,24241.12,0,1
8,13,2012/2/3,26011.22,41524.03,1412.41,83.15,18723.56,3886.31,0,1
8,13,2012/2/10,25251.55,9332.6,3298.88,32.12,6530.08,4858.74,1,5
8,13,2012/2/17,25180.31,4376.58,10723.12,10.5,1546.82,4117.02,0,1
8,13,2012/2/24,25853.28,9712.39,4960.15,1,2441.26,5314.33,0,1
8,13,2012/3/2,27310.03,19521.45,1000.19,0.6,5819.37,3641.54,0,1
8,13,2012/3/9,25729.53,7740.12,269.44,2,509.65,4678.17,0,1
8,13,2012/3/16,25523.98,4879.04,501.9,6.14,1078.01,1288.81,0,1
8,13,2012/3/23,24955.02,6155.76,499.11,2.04,403.32,2748.36,0,1
8,13,2012/3/30,23980.62,6052.68,121.67,-1,375.27,1715.7,0,1
8,13,2012/4/6,26456.45,6821.13,-1,27.04,2101.86,3627.77,0,1
8,13,2012/4/13,23482.18,7627.83,4689.55,4.2,940.82,1723.28,0,1
8,13,2012/4/20,24567.96,3600.79,2105.64,4.9,1768.65,14945.23,0,1
8,13,2012/4/27,24413.89,5440.25,1.5,2.2,15.6,3302.44,0,1
1,13,2010/2/5,41969.29,-1,-1,-1,-1,-1,0,1
1,13,2010/2/12,36476.4,-1,-1,-1,-1,-1,1,5
1,13,2010/2/19,37857.68,-1,-1,-1,-1,-1,0,1
1,13,2010/2/26,37467.32,-1,-1,-1,-1,-1,0,1
1,13,2010/3/5,40423.95,-1,-1,-1,-1,-1,0,1
1,13,2010/3/12,35833.07,-1,-1,-1,-1,-1,0,1
1,13,2010/3/19,36807.21,-1,-1,-1,-1,-1,0,1
1,13,2010/3/26,35431.73,-1,-1,-1,-1,-1,0,1
1,13,2010/4/2,38104.53,-1,-1,-1,-1,-1,0,1
1,13,2010/4/9,37638.44,-1,-1,-1,-1,-1,0,1
1,13,2010/4/16,36663.26,-1,-1,-1,-1,-1,0,1
1,13,2010/4/23,36058.1,-1,-1,-1,-1,-1,0,1
1,13,2010/4/30,36717.2,-1,-1,-1,-1,-1,0,1
1,13,2010/5/7,40113.4,-1,-1,-1,-1,-1,0,1
1,13,2010/5/14,36499.93,-1,-1,-1,-1,-1,0,1
1,13,2010/5/21,38569.83,-1,-1,-1,-1,-1,0,1
1,13,2010/5/28,38347.52,-1,-1,-1,-1,-1,0,1
1,13,2010/6/4,41388.81,-1,-1,-1,-1,-1,0,1
1,13,2010/6/11,39657.1,-1,-1,-1,-1,-1,0,1
1,13,2010/6/18,39165.29,-1,-1,-1,-1,-1,0,1
1,13,2010/6/25,38697.24,-1,-1,-1,-1,-1,0,1
1,13,2010/7/2,41214.94,-1,-1,-1,-1,-1,0,1
1,13,2010/7/9,41056.4,-1,-1,-1,-1,-1,0,1
1,13,2010/7/16,40150,-1,-1,-1,-1,-1,0,1
1,13,2010/7/23,40552.37,-1,-1,-1,-1,-1,0,1
1,13,2010/7/30,38018.99,-1,-1,-1,-1,-1,0,1
1,13,2010/8/6,42038.03,-1,-1,-1,-1,-1,0,1
1,13,2010/8/13,37869.12,-1,-1,-1,-1,-1,0,1
1,13,2010/8/20,41509.62,-1,-1,-1,-1,-1,0,1
1,13,2010/8/27,41175.86,-1,-1,-1,-1,-1,0,1
1,13,2010/9/3,44863.15,-1,-1,-1,-1,-1,0,1
1,13,2010/9/10,39525.93,-1,-1,-1,-1,-1,1,5
1,13,2010/9/17,38416.22,-1,-1,-1,-1,-1,0,1
1,13,2010/9/24,37293.43,-1,-1,-1,-1,-1,0,1
1,13,2010/10/1,40474.22,-1,-1,-1,-1,-1,0,1
1,13,2010/10/8,42139.25,-1,-1,-1,-1,-1,0,1
1,13,2010/10/15,38749.62,-1,-1,-1,-1,-1,0,1
1,13,2010/10/22,34712.4,-1,-1,-1,-1,-1,0,1
1,13,2010/10/29,37762.12,-1,-1,-1,-1,-1,0,1
1,13,2010/11/5,41085.66,-1,-1,-1,-1,-1,0,1
1,13,2010/11/12,36817.35,-1,-1,-1,-1,-1,0,1
1,13,2010/11/19,38446.26,-1,-1,-1,-1,-1,0,1
1,13,2010/11/26,38371.99,-1,-1,-1,-1,-1,1,5
1,13,2010/12/3,36170.88,-1,-1,-1,-1,-1,0,1
1,13,2010/12/10,34749.11,-1,-1,-1,-1,-1,0,1
1,13,2010/12/17,35237.93,-1,-1,-1,-1,-1,0,1
1,13,2010/12/24,37099.47,-1,-1,-1,-1,-1,0,1
1,13,2010/12/31,34081.52,-1,-1,-1,-1,-1,1,5
1,13,2011/1/7,39764.56,-1,-1,-1,-1,-1,0,1
1,13,2011/1/14,33668.55,-1,-1,-1,-1,-1,0,1
1,13,2011/1/21,35961.99,-1,-1,-1,-1,-1,0,1
1,13,2011/1/28,36321.69,-1,-1,-1,-1,-1,0,1
1,13,2011/2/4,38065.42,-1,-1,-1,-1,-1,0,1
1,13,2011/2/11,36883.13,-1,-1,-1,-1,-1,1,5
1,13,2011/2/18,37604.79,-1,-1,-1,-1,-1,0,1
1,13,2011/2/25,37838.4,-1,-1,-1,-1,-1,0,1
1,13,2011/3/4,42277.37,-1,-1,-1,-1,-1,0,1
1,13,2011/3/11,37577.97,-1,-1,-1,-1,-1,0,1
1,13,2011/3/18,36930.48,-1,-1,-1,-1,-1,0,1
1,13,2011/3/25,36745.46,-1,-1,-1,-1,-1,0,1
1,13,2011/4/1,37630.13,-1,-1,-1,-1,-1,0,1
1,13,2011/4/8,38076.86,-1,-1,-1,-1,-1,0,1
1,13,2011/4/15,35263.45,-1,-1,-1,-1,-1,0,1
1,13,2011/4/22,35464.71,-1,-1,-1,-1,-1,0,1
1,13,2011/4/29,34311.69,-1,-1,-1,-1,-1,0,1
1,13,2011/5/6,40581.52,-1,-1,-1,-1,-1,0,1
1,13,2011/5/13,35378.71,-1,-1,-1,-1,-1,0,1
1,13,2011/5/20,35816.48,-1,-1,-1,-1,-1,0,1
1,13,2011/5/27,36203.13,-1,-1,-1,-1,-1,0,1
1,13,2011/6/3,39884.82,-1,-1,-1,-1,-1,0,1
1,13,2011/6/10,38080.39,-1,-1,-1,-1,-1,0,1
1,13,2011/6/17,39020.06,-1,-1,-1,-1,-1,0,1
1,13,2011/6/24,37316.12,-1,-1,-1,-1,-1,0,1
1,13,2011/7/1,37414.14,-1,-1,-1,-1,-1,0,1
1,13,2011/7/8,38193.09,-1,-1,-1,-1,-1,0,1
1,13,2011/7/15,36966.32,-1,-1,-1,-1,-1,0,1
1,13,2011/7/22,37990.15,-1,-1,-1,-1,-1,0,1
1,13,2011/7/29,34910.1,-1,-1,-1,-1,-1,0,1
1,13,2011/8/5,42542.66,-1,-1,-1,-1,-1,0,1
1,13,2011/8/12,37593.97,-1,-1,-1,-1,-1,0,1
1,13,2011/8/19,38533.7,-1,-1,-1,-1,-1,0,1
1,13,2011/8/26,38727.3,-1,-1,-1,-1,-1,0,1
1,13,2011/9/2,42713.81,-1,-1,-1,-1,-1,0,1
1,13,2011/9/9,38045.63,-1,-1,-1,-1,-1,1,5
1,13,2011/9/16,38382.65,-1,-1,-1,-1,-1,0,1
1,13,2011/9/23,37645.66,-1,-1,-1,-1,-1,0,1
1,13,2011/9/30,37928.28,-1,-1,-1,-1,-1,0,1
1,13,2011/10/7,41151.28,-1,-1,-1,-1,-1,0,1
1,13,2011/10/14,37531.43,-1,-1,-1,-1,-1,0,1
1,13,2011/10/21,38272.21,-1,-1,-1,-1,-1,0,1
1,13,2011/10/28,37117.02,-1,-1,-1,-1,-1,0,1
1,13,2011/11/4,41907.62,-1,-1,-1,-1,-1,0,1
1,13,2011/11/11,37255.89,10382.9,6115.67,215.07,2406.62,6551.42,0,1
1,13,2011/11/18,37077.82,6074.12,254.39,51.98,427.39,5988.57,0,1
1,13,2011/11/25,38625.48,410.31,98,55805.51,8,554.92,1,5
1,13,2011/12/2,37507.93,5629.51,68,1398.11,2084.64,20475.32,0,1
1,13,2011/12/9,36404.7,4640.65,19,105.02,3639.42,14461.82,0,1
1,13,2011/12/16,32782.17,5011.32,67,347.37,225.79,4011.37,0,1
1,13,2011/12/23,36950.91,2725.36,40.48,634.7,24.9,2739.43,0,1
1,13,2011/12/30,32871.95,5762.1,46011.38,260.36,983.65,4735.78,1,5
1,13,2012/1/6,41411.4,6277.39,21813.16,143.1,1450.13,8483,0,1
1,13,2012/1/13,38000.25,5183.29,8025.87,42.24,453.08,3719.38,0,1
1,13,2012/1/20,37433.66,4139.87,2807.19,33.88,500.62,3400.21,0,1
1,13,2012/1/27,34312.26,1164.46,1082.74,44,11,1222.19,0,1
1,13,2012/2/3,43478.58,34577.06,3579.21,160.53,32403.87,5630.4,0,1
1,13,2012/2/10,43041.97,13925.06,6927.23,101.64,8471.88,6886.04,1,5
1,13,2012/2/17,38622.92,9873.33,11062.27,9.8,8409.31,3402.66,0,1
1,13,2012/2/24,40079.43,9349.61,7556.01,3.2,1219.92,8143.59,0,1
1,13,2012/3/2,44565.32,15441.4,1569,10.8,25390.88,8067.61,0,1
1,13,2012/3/9,40001.72,10331.04,151.88,6,671.43,5509.84,0,1
1,13,2012/3/16,38322.83,4298.16,7.5,2.02,2724.65,2017.69,0,1
1,13,2012/3/23,37801.64,6118.56,9.48,4.97,426.72,3657.22,0,1
1,13,2012/3/30,38696.88,10309.58,0.5,10.25,1654.17,2642.78,0,1
1,13,2012/4/6,44270.3,10121.97,-1,77.98,3750.59,4510.72,0,1
1,13,2012/4/13,39099.61,6186.19,3288.69,17.07,1822.55,1063.78,0,1
1,13,2012/4/20,39499.85,2230.8,612.02,19.75,275.13,5747.1,0,1
1,13,2012/4/27,39077.84,3221.25,-1,35.49,577.14,6222.25,0,1
13,8,2010/2/5,40372.38,-1,-1,-1,-1,-1,0,1
13,8,2010/2/12,37958.97,-1,-1,-1,-1,-1,1,5
13,8,2010/2/19,36753.34,-1,-1,-1,-1,-1,0,1
13,8,2010/2/26,36803.99,-1,-1,-1,-1,-1,0,1
13,8,2010/3/5,38669.87,-1,-1,-1,-1,-1,0,1
13,8,2010/3/12,36524.26,-1,-1,-1,-1,-1,0,1
13,8,2010/3/19,35677.4,-1,-1,-1,-1,-1,0,1
13,8,2010/3/26,35853.5,-1,-1,-1,-1,-1,0,1
13,8,2010/4/2,40820.32,-1,-1,-1,-1,-1,0,1
13,8,2010/4/9,36058.07,-1,-1,-1,-1,-1,0,1
13,8,2010/4/16,34749.52,-1,-1,-1,-1,-1,0,1
13,8,2010/4/23,35002.52,-1,-1,-1,-1,-1,0,1
13,8,2010/4/30,35182.28,-1,-1,-1,-1,-1,0,1
13,8,2010/5/7,38033.08,-1,-1,-1,-1,-1,0,1
13,8,2010/5/14,33487.64,-1,-1,-1,-1,-1,0,1
13,8,2010/5/21,34012.74,-1,-1,-1,-1,-1,0,1
13,8,2010/5/28,35828.7,-1,-1,-1,-1,-1,0,1
13,8,2010/6/4,36633.87,-1,-1,-1,-1,-1,0,1
13,8,2010/6/11,36583.64,-1,-1,-1,-1,-1,0,1
13,8,2010/6/18,36488.79,-1,-1,-1,-1,-1,0,1
13,8,2010/6/25,33928.47,-1,-1,-1,-1,-1,0,1
13,8,2010/7/2,36764.1,-1,-1,-1,-1,-1,0,1
13,8,2010/7/9,32591.17,-1,-1,-1,-1,-1,0,1
13,8,2010/7/16,34538.39,-1,-1,-1,-1,-1,0,1
13,8,2010/7/23,34699.6,-1,-1,-1,-1,-1,0,1
13,8,2010/7/30,32075.25,-1,-1,-1,-1,-1,0,1
13,8,2010/8/6,35071.44,-1,-1,-1,-1,-1,0,1
13,8,2010/8/13,31096.08,-1,-1,-1,-1,-1,0,1
13,8,2010/8/20,34240.43,-1,-1,-1,-1,-1,0,1
